gid,depth,is_seed,cluster_id,component_id,in_degree,out_degree,incoming_sum,incoming_tx_count,outgoing_sum,outgoing_tx_count,pass_ratio,is_boundary,is_isolated,pagerank,betweenness,external_clusters,n_seed_reachable,min_seed_distance,matched_2d_kzt,fast_flow_ratio,same_day_senders,data_warning,role,role_score,coordinator_score,consolidator_score,distributor_score,transit_score,terminal_score,priority_money,priority_structure,priority_seed,priority_role,priority_score,evidence,why
100000000274067100,1,False,10,0,2,3,517704.0,9,2969000.0,9,5.734937338710924,False,False,0.0004111733979939712,1.1888811083225246e-06,0,1,1,222704.0,0.4301763169687698,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.9865410497981157,0.3134340703832468,0.29,0.0,0.432321,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка.","Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка. Приоритет: поток=0.99; структура=0.31; seed-связи=0.29; сила роли=0.00."
100000000287768100,3,False,0,0,1,0,35168.0,1,0.0,0,0.0,False,False,0.00028713233658226797,0.0,0,1,3,0.0,0.0,1,,terminal,0.7168,0.0,0.0,0.0,0.0,0.7167996373526746,0.34096007178106774,0.03379419764279239,0.21499999999999997,0.7167996373526746,0.332936,"Наблюдаемый сток: вход 35,168.00 KZT; выход/вход=0.00; depth=3. Не полный баланс.","Наблюдаемый сток: вход 35,168.00 KZT; выход/вход=0.00; depth=3. Не полный баланс. Приоритет: поток=0.34; структура=0.03; seed-связи=0.21; сила роли=0.72."
100000000288317100,3,False,0,0,2,3,100000.0,2,53500.0,3,0.535,False,False,0.0003111042331081865,5.8255174307803695e-05,1,1,3,16500.0,0.165,1,,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.6563481381785554,0.5966089599317086,0.21499999999999997,0.0,0.389057,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка.","Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка. Приоритет: поток=0.66; структура=0.60; seed-связи=0.21; сила роли=0.00."
100000000291906100,2,False,50,0,2,2,388000.0,3,455854.0,6,1.1748814432989692,False,False,0.0007579521499883705,7.806985944651244e-05,1,1,2,168354.0,0.4339020618556701,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,transit,0.650564,0.0,0.0,0.0,0.650564162371134,0.0,0.9134140870345446,0.7879193488089093,0.24,0.650564162371134,0.681645,Признаки транзита: выход/вход=1.17; совместимо за 0–2 дня 43% входа.,Признаки транзита: выход/вход=1.17; совместимо за 0–2 дня 43% входа. Приоритет: поток=0.91; структура=0.79; seed-связи=0.24; сила роли=0.65.
100000000291908100,3,False,50,0,1,1,295500.0,5,13300.0,1,0.045008460236886635,False,False,0.000701667998725245,1.981468513870874e-05,0,1,3,0.0,0.0,1,,terminal,0.767672,0.0,0.0,0.0,0.0,0.7676722337019635,0.7833109017496636,0.5833602998046002,0.21499999999999997,0.7676722337019635,0.615751,"Наблюдаемый сток: вход 295,500.00 KZT; выход/вход=0.05; depth=3. Не полный баланс.","Наблюдаемый сток: вход 295,500.00 KZT; выход/вход=0.05; depth=3. Не полный баланс. Приоритет: поток=0.78; структура=0.58; seed-связи=0.21; сила роли=0.77."
100000000297649100,2,False,12,0,1,1,40000.0,1,70600.0,2,1.765,False,False,0.0008023949622138898,0.0,0,4,2,0.0,0.0,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.5971287572902647,0.32493200362647323,0.6599999999999999,0.0,0.392372,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка.","Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка. Приоритет: поток=0.60; структура=0.32; seed-связи=0.66; сила роли=0.00."
100000000299820100,4,False,6,0,1,0,10000.0,1,0.0,0,0.0,True,False,0.00044754836550990867,0.0,0,1,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.0708838043965904,0.2590888485947416,0.19999999999999998,0.0,0.113434,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.07; структура=0.26; seed-связи=0.20; сила роли=0.00."
100000000307908100,2,False,43,4,1,0,5000.0,1,0.0,0,0.0,False,False,0.00029551346114577154,0.0,0,1,2,0.0,0.0,1,,terminal,0.661809,0.0,0.0,0.0,0.0,0.6618087035358114,0.00762673844773441,0.11407524932003625,0.24,0.6618087035358114,0.244259,"Наблюдаемый сток: вход 5,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс.","Наблюдаемый сток: вход 5,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс. Приоритет: поток=0.01; структура=0.11; seed-связи=0.24; сила роли=0.66."
100000000331309100,2,False,5,0,5,99,984635.0,8,23001375.0,126,23.360306103276848,False,False,0.0008697417435809628,0.0045572340502675075,13,4,2,984635.0,1.0,3,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,distributor,0.995602,0.9861352505588387,0.9191542733105517,0.9956017235646198,0.0,0.0,1.0,0.9729967746183198,0.6599999999999999,0.9956017235646198,0.92415,"Признаки распределения: 99 получателей; выход 23,001,375.00 KZT; отправителей 5.","Признаки распределения: 99 получателей; выход 23,001,375.00 KZT; отправителей 5. Приоритет: поток=1.00; структура=0.97; seed-связи=0.66; сила роли=1.00."
100000000332284100,2,False,5,0,10,3,107426.0,12,289500.0,3,2.69487833485376,False,False,0.0007127196191883486,0.00010913726639027337,4,3,2,22000.0,0.2047921359819783,3,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,consolidator,0.932375,0.0,0.9323749912825163,0.0,0.0,0.0,0.8209959623149394,0.8101804230986367,0.52,0.9323749912825163,0.785938,"Признаки сбора: 10 отправителей; вход 107,426.00 KZT; получателей 3.","Признаки сбора: 10 отправителей; вход 107,426.00 KZT; получателей 3. Приоритет: поток=0.82; структура=0.81; seed-связи=0.52; сила роли=0.93."
100000000343175100,0,True,11,0,8,31,178712.0,14,4000039.0,33,22.382598818210305,False,False,0.0007097623513431032,0.0010946926090299827,9,4,0,173212.0,0.9692242266887506,2,Seed: входящие неполны; Исходящие больше наблюдаемых входящих; полный баланс неизвестен,distributor,0.974817,0.9707381498504153,0.9026692935351139,0.9748171137220129,0.0,0.0,0.9896814715118888,0.930313857940932,0.8599999999999999,0.9748171137220129,0.945187,"Признаки распределения: 31 получателей; выход 4,000,039.00 KZT; отправителей 8. Seed: входящие неполны.","Признаки распределения: 31 получателей; выход 4,000,039.00 KZT; отправителей 8. Seed: входящие неполны. Приоритет: поток=0.99; структура=0.93; seed-связи=0.86; сила роли=0.97."
100000000369781100,4,False,5,0,1,0,5000.0,1,0.0,0,0.0,True,False,0.00052932117813608,0.0,0,3,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.00762673844773441,0.2825702629193109,0.48,0.0,0.152038,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.01; структура=0.28; seed-связи=0.48; сила роли=0.00."
100000000375150100,4,False,13,0,1,0,300000.0,1,0.0,0,0.0,True,False,0.0007407996175985832,0.0,0,1,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.7765814266487214,0.3219174977334542,0.19999999999999998,0.0,0.318108,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.78; структура=0.32; seed-связи=0.20; сила роли=0.00."
100000000404740100,4,False,26,0,1,0,25000.0,1,0.0,0,0.0,True,False,0.000554595624602371,0.0,0,1,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.2541498429789143,0.2998640072529465,0.19999999999999998,0.0,0.17209,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.25; структура=0.30; seed-связи=0.20; сила роли=0.00."
100000000408846100,3,False,27,0,1,0,40500.0,1,0.0,0,0.0,False,False,0.0002941031332540351,0.0,0,1,3,0.0,0.0,1,,terminal,0.721147,0.0,0.0,0.0,0.0,0.7211468721668178,0.36989681471511887,0.10534904805077062,0.21499999999999997,0.7211468721668178,0.360593,"Наблюдаемый сток: вход 40,500.00 KZT; выход/вход=0.00; depth=3. Не полный баланс.","Наблюдаемый сток: вход 40,500.00 KZT; выход/вход=0.00; depth=3. Не полный баланс. Приоритет: поток=0.37; структура=0.11; seed-связи=0.21; сила роли=0.72."
100000000413678100,3,False,6,0,2,3,306500.0,2,528198.0,18,1.723321370309951,False,False,0.0002990571287246177,5.7660733753642434e-05,1,3,3,77999.0,0.25448287112561174,2,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.9125168236877523,0.5531307467719696,0.495,0.0,0.511038,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка.","Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка. Приоритет: поток=0.91; структура=0.55; seed-связи=0.49; сила роли=0.00."
100000000424935100,4,False,28,0,1,0,15000.0,1,0.0,0,0.0,True,False,0.00029977394023511614,0.0,0,1,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.13122476446837147,0.13628739800543968,0.19999999999999998,0.0,0.102095,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.13; структура=0.14; seed-связи=0.20; сила роли=0.00."
100000000425407100,2,False,3,0,1,0,20000.0,1,0.0,0,0.0,False,False,0.0003034325275954254,0.0,0,1,2,0.0,0.0,1,,terminal,0.694429,0.0,0.0,0.0,0.0,0.6944288304623754,0.19784656796769853,0.14866273798730734,0.24,0.6944288304623754,0.318127,"Наблюдаемый сток: вход 20,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс.","Наблюдаемый сток: вход 20,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс. Приоритет: поток=0.20; структура=0.15; seed-связи=0.24; сила роли=0.69."
100000000437046100,2,False,0,0,9,42,1107200.0,20,7606224.0,73,6.86978323699422,False,False,0.0007875359263417182,0.002197148494797041,8,4,2,992368.0,0.89628612716763,3,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,distributor,0.982514,0.9776451840177365,0.9337815316516453,0.9825139854212579,0.0,0.0,0.9977568416330193,0.9544475001400037,0.6599999999999999,0.9825139854212579,0.915567,"Признаки распределения: 42 получателей; выход 7,606,224.00 KZT; отправителей 9.","Признаки распределения: 42 получателей; выход 7,606,224.00 KZT; отправителей 9. Приоритет: поток=1.00; структура=0.95; seed-связи=0.66; сила роли=0.98."
100000000440392100,1,False,4,0,1,0,105705.0,4,0.0,0,0.0,False,False,0.00029532772327781716,0.0,0,2,1,0.0,0.0,1,,terminal,0.753608,0.0,0.0,0.0,0.0,0.7536083408884859,0.5895020188425303,0.11248866727107887,0.42999999999999994,0.7536083408884859,0.479375,"Наблюдаемый сток: вход 105,705.00 KZT; выход/вход=0.00; depth=1. Не полный баланс.","Наблюдаемый сток: вход 105,705.00 KZT; выход/вход=0.00; depth=1. Не полный баланс. Приоритет: поток=0.59; структура=0.11; seed-связи=0.43; сила роли=0.75."
100000000456947100,0,True,72,16,0,0,0.0,0,0.0,0,,False,True,0.00028403728522183547,0.0,0,0,0,0.0,0.0,0,Seed: входящие неполны; Нет межклиентских переводов в выборке,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,Нет межклиентских переводов в выборке; данных для содержательной роли недостаточно. Seed: входящие неполны.,Нет межклиентских переводов в выборке; данных для содержательной роли недостаточно. Seed: входящие неполны. Приоритет: поток=0.00; структура=0.00; seed-связи=0.30; сила роли=0.00.
100000000470237100,4,False,28,0,1,0,32500.0,1,0.0,0,0.0,True,False,0.0005840770865940692,0.0,0,1,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.32480933153880664,0.30605167724388027,0.19999999999999998,0.0,0.19256,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.32; структура=0.31; seed-связи=0.20; сила роли=0.00."
100000000481716100,3,False,7,0,1,0,8000.0,1,0.0,0,0.0,False,False,0.00037496698411178123,0.0,0,1,3,0.0,0.0,1,,terminal,0.668948,0.0,0.0,0.0,0.0,0.6689483227561197,0.044638851502916105,0.2341795104261106,0.21499999999999997,0.6689483227561197,0.282174,"Наблюдаемый сток: вход 8,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс.","Наблюдаемый сток: вход 8,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс. Приоритет: поток=0.04; структура=0.23; seed-связи=0.21; сила роли=0.67."
100000000489417100,2,False,13,0,3,1,73504.0,3,80000.0,1,1.0883761427949499,False,False,0.0005484753131357841,1.4045481435864878e-05,1,2,2,20000.0,0.27209403569873747,2,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,consolidator,0.90081,0.0,0.9008102901178604,0.0,0.710860905528951,0.0,0.6567967698519516,0.43341872295469785,0.37999999999999995,0.9008102901178604,0.606596,"Признаки сбора: 3 отправителей; вход 73,504.00 KZT; получателей 1.","Признаки сбора: 3 отправителей; вход 73,504.00 KZT; получателей 1. Приоритет: поток=0.66; структура=0.43; seed-связи=0.38; сила роли=0.90."
100000000490383100,2,False,4,0,3,8,62600.0,3,461375.0,9,7.37020766773163,False,False,0.0005447704413624109,5.1650279261567445e-05,2,3,2,5000.0,0.07987220447284345,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,distributor,0.917334,0.0,0.860187093052007,0.917333638983495,0.0,0.0,0.8703454463885151,0.7041772930708026,0.52,0.917333638983495,0.770481,"Признаки распределения: 8 получателей; выход 461,375.00 KZT; отправителей 3.","Признаки распределения: 8 получателей; выход 461,375.00 KZT; отправителей 3. Приоритет: поток=0.87; структура=0.70; seed-связи=0.52; сила роли=0.92."
100000000500040100,4,False,0,0,1,0,20000.0,1,0.0,0,0.0,True,False,0.0003043843782348632,0.0,0,2,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.19784656796769853,0.1513599274705349,0.33999999999999997,0.0,0.148675,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.20; структура=0.15; seed-связи=0.34; сила роли=0.00."
100000000507799100,1,False,38,0,1,1,5132.0,1,8000.0,1,1.558846453624318,False,False,0.0002845854383659942,0.00011532146750728487,1,2,1,0.0,0.0,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.11036339165545088,0.49663654443716254,0.42999999999999994,0.0,0.243268,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка.","Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка. Приоритет: поток=0.11; структура=0.50; seed-связи=0.43; сила роли=0.00."
100000000533217100,2,False,0,0,1,0,53587.0,1,0.0,0,0.0,False,False,0.0006484520174667248,0.0,0,1,2,0.0,0.0,1,,terminal,0.733046,0.0,0.0,0.0,0.0,0.7330462375339982,0.4477344100493495,0.31430190389845875,0.24,0.7330462375339982,0.444157,"Наблюдаемый сток: вход 53,587.00 KZT; выход/вход=0.00; depth=2. Не полный баланс.","Наблюдаемый сток: вход 53,587.00 KZT; выход/вход=0.00; depth=2. Не полный баланс. Приоритет: поток=0.45; структура=0.31; seed-связи=0.24; сила роли=0.73."
100000000534581100,3,False,6,0,2,1,55960.0,2,40000.0,1,0.7147962830593281,False,False,0.0002968212256015154,1.922024458454748e-05,1,3,3,0.0,0.0,1,,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.5652759084791387,0.30579671922227586,0.495,0.0,0.345032,"Выраженных критериев ролей нет: отправителей 2, получателей 1; требуется проверка.","Выраженных критериев ролей нет: отправителей 2, получателей 1; требуется проверка. Приоритет: поток=0.57; структура=0.31; seed-связи=0.49; сила роли=0.00."
100000000542087100,4,False,36,0,1,0,8506.91,1,0.0,0,0.0,True,False,0.00028487704554290533,0.0,0,3,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.048900852400179454,0.004759746146872167,0.48,0.0,0.100674,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.05; структура=0.00; seed-связи=0.48; сила роли=0.00."
100000000552584100,3,False,24,0,1,1,2500000.0,3,57500.0,1,0.023,False,False,0.0013958160475642408,0.0,0,2,3,0.0,0.0,1,,terminal,0.793385,0.0,0.0,0.0,0.0,0.7933853671804171,0.9793629430237775,0.3395285584768812,0.355,0.7933853671804171,0.648037,"Наблюдаемый сток: вход 2,500,000.00 KZT; выход/вход=0.02; depth=3. Не полный баланс.","Наблюдаемый сток: вход 2,500,000.00 KZT; выход/вход=0.02; depth=3. Не полный баланс. Приоритет: поток=0.98; структура=0.34; seed-связи=0.35; сила роли=0.79."
100000000555721100,1,False,0,0,2,0,113000.0,3,0.0,0,0.0,False,False,0.0003063823545775826,0.0,0,2,1,0.0,0.0,2,,terminal,0.755449,0.0,0.0,0.0,0.0,0.7554487760652766,0.6025123373710184,0.15723028105167722,0.42999999999999994,0.7554487760652766,0.494923,"Наблюдаемый сток: вход 113,000.00 KZT; выход/вход=0.00; depth=1. Не полный баланс.","Наблюдаемый сток: вход 113,000.00 KZT; выход/вход=0.00; depth=1. Не полный баланс. Приоритет: поток=0.60; структура=0.16; seed-связи=0.43; сила роли=0.76."
100000000557536100,4,False,36,0,1,0,153000.0,7,0.0,0,0.0,True,False,0.0002991406928191521,0.0,0,3,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.6552265589950651,0.1334315503173164,0.48,0.0,0.293333,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.66; структура=0.13; seed-связи=0.48; сила роли=0.00."
100000000560751100,3,False,13,0,1,0,25000.0,1,0.0,0,0.0,False,False,0.0005491283231220408,0.0,0,2,3,0.0,0.0,1,,terminal,0.703758,0.0,0.0,0.0,0.0,0.7037579329102448,0.2541498429789143,0.2973254759746147,0.355,0.7037579329102448,0.397516,"Наблюдаемый сток: вход 25,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс.","Наблюдаемый сток: вход 25,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс. Приоритет: поток=0.25; структура=0.30; seed-связи=0.35; сила роли=0.70."
100000000561160100,4,False,3,0,1,0,240000.0,1,0.0,0,0.0,True,False,0.0004336703748474567,0.0,0,2,4,0.0,0.0,1,Граница depth=4; исходящие не наблюдаются полностью,peripheral,0.15,0.0,0.0,0.0,0.0,0.0,0.7411395244504262,0.2562330009066183,0.33999999999999997,0.0,0.31896,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны.","Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны. Приоритет: поток=0.74; структура=0.26; seed-связи=0.34; сила роли=0.00."
100000000569479100,3,False,0,0,1,0,320000.0,1,0.0,0,0.0,False,False,0.00039267188128379375,0.0,0,1,3,0.0,0.0,1,,terminal,0.781056,0.0,0.0,0.0,0.0,0.7810562103354488,0.7873485868102288,0.24274705349048048,0.21499999999999997,0.7810562103354488,0.535155,"Наблюдаемый сток: вход 320,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс.","Наблюдаемый сток: вход 320,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс. Приоритет: поток=0.79; структура=0.24; seed-связи=0.21; сила роли=0.78."
100000000572276100,3,False,1,1,1,1,13075.0,1,34547.0,1,2.6422179732313578,False,False,0.0002860630488847618,1.387027959709612e-06,0,1,3,0.0,0.0,1,Исходящие больше наблюдаемых входящих; полный баланс неизвестен,peripheral,0.35,0.0,0.0,0.0,0.0,0.0,0.4078061911170929,0.09296182667697901,0.21499999999999997,0.0,0.188582,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка.","Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка. Приоритет: поток=0.41; структура=0.09; seed-связи=0.21; сила роли=0.00."
